"Group","GeneSymbol","Frequency"
"GBM","SLFN11",1
"GBM","SLIT1",1
"GBM","SLITRK3",1
"GBM","SMCP",1
"GBM","SNCB",1
"GBM","SNCG",1
"GBM","SNED1",1
"GBM","SNHG18",1
"GBM","SNHG4",1
"GBM","SNTG2",1
"GBM","SNX31",1
"GBM","SOHLH1",1
"GBM","SORCS1",1
"GBM","SOX1",1
"GBM","SOX21",1
"GBM","SP6",1
"GBM","SPAG4",1
"GBM","SPC24",1
"GBM","SPTBN2",1
"GBM","SPX",1
"GBM","SRD5A3-AS1",1
"GBM","ST6GAL2",1
"GBM","ST6GALNAC5",1
"GBM","STAC",1
"GBM","STAC2",1
"GBM","STAG3",1
"GBM","STAT4",1
"GBM","STAT6",1
"GBM","STC1",1
"GBM","STEAP1",1
"GBM","STK26",1
"GBM","STMN2",1
"GBM","SULT4A1",1
"GBM","SUSD2",1
"GBM","SV2B",1
"GBM","SV2C",1
"GBM","SYCP1",1
"GBM","SYK",1
"GBM","SYNDIG1L",1
"GBM","SYNJ2",1
"GBM","SYTL1",1
"GBM","SYTL4",1
"GBM","TACC3",1
"GBM","TACSTD2",1
"GBM","TAGAP",1
"GBM","TBX5",1
"GBM","TBX5-AS1",1
"GBM","TCAM1P",1
"GBM","TCEA3",1
"GBM","TCF19",1
"GBM","TCTE3",1
"GBM","TDGF1P3",1
"GBM","TDRD10",1
"GBM","TECRL",1
"GBM","TEK",1
"GBM","TENM1",1
"GBM","TENM2",1
"GBM","TEX15",1
"GBM","TFAP2A",1
"GBM","TFF3",1
"GBM","TFPI",1
"GBM","TGFB1",1
"GBM","THBS1",1
"GBM","THSD4",1
"GBM","TMCO4",1
"GBM","TMEM119",1
"GBM","TMEM130",1
"GBM","TMEM132D",1
"GBM","TMEM140",1
"GBM","TMEM154",1
"GBM","TMEM155",1
"GBM","TMEM255A",1
"GBM","TMEM38A",1
"GBM","TNFRSF10D",1
"GBM","TNFRSF12A",1
"GBM","TNFSF4",1
"GBM","TNNC1",1
"GBM","TOX2",1
"GBM","TOX3",1
"GBM","TPD52L1",1
"GBM","TPTE",1
"GBM","TRAF3IP2-AS1",1
"GBM","TRHDE",1
"GBM","TRIB3",1
"GBM","TRPM3",1
"GBM","TSFM",1
"GBM","TSPY1",1
"GBM","TTC9B",1
"GBM","TTK",1
"GBM","TTR",1
"GBM","TWIST1",1
"GBM","TXLNB",1
"GBM","UBE2C",1
"GBM","ULBP2",1
"GBM","UPP1",1
"GBM","USH1C",1
"GBM","USP44",1
"GBM","VAT1L",1
"GBM","VGLL3",1
"GBM","VIT",1
"GBM","VMO1",1
"GBM","VOPP1",1
"GBM","VSTM2A",1
"GBM","VWDE",1
"GBM","WDR76",1
"GBM","WNT2",1
"GBM","XAF1",1
"GBM","ZDHHC12",1
"GBM","ZFR2",1
"GBM","ZNF257",1
"GBM","ZNF488",1
"GBM","ZNF560",1
"MED","MIR548F5",20
"MED","BHLHE22",18
"MED","INSM1",18
"MED","NEUROD1",18
"MED","OTX2",17
"MED","ST18",17
"MED","STMN2",15
"MED","BARHL1",14
"MED","EBF3",14
"MED","IGFBPL1",14
"MED","ELAVL2",13
"MED","INSM2",13
"MED","NEUROG1",12
"MED","ST8SIA2",12
"MED","SV2B",12
"MED","ACTL6B",11
"MED","BLACAT1",11
"MED","GABRG2",11
"MED","LEMD1",11
"MED","OTX2-AS1",11
"MED","PRL",11
"MED","EN2",10
"MED","HOXA7",10
"MED","NEUROD2",10
"MED","SLC17A6",10
"MED","VSTM2A",10
"MED","ADCYAP1",9
"MED","CDH18",9
"MED","HOXA10-HOXA9",9
"MED","LHX1",9
"MED","LHX8",9
"MED","MYT1L",9
"MED","NHLH1",9
"MED","NHLH2",9
"MED","RBFOX3",9
"MED","SFRP1",9
"MED","TBR1",9
"MED","VASH2",9
"MED","BCL11A",8
"MED","CBLN1",8
"MED","EOMES",8
"MED","EYA1",8
"MED","HOXA10",8
"MED","HOXA5",8
"MED","HSD11B2",8
"MED","INA",8
"MED","LOC441179",8
"MED","NKAIN1",8
"MED","NWD2",8
"MED","RPGRIP1",8
"MED","SLC6A15",8
"MED","SSTR2",8
"MED","TCERG1L",8
"MED","TRPM3",8
"MED","CA4",7
"MED","DAPL1",7
"MED","DCC",7
"MED","DSCR8",7
"MED","HOXA3",7
"MED","ITIH2",7
"MED","KCNB2",7
"MED","LINC01296",7
"MED","ONECUT2",7
"MED","POU4F2",7
"MED","SAMD3",7
"MED","SCGN",7
"MED","SHOX2",7
"MED","SYT4",7
"MED","TP53TG3B",7
"MED","UNC5D",7
"MED","ZIC4",7
"MED","ALDH1A3",6
"MED","CABP7",6
"MED","CDHR1",6
"MED","CHGA",6
"MED","CHGB",6
"MED","CNTNAP5",6
"MED","CPNE4",6
"MED","DISP3",6
"MED","HHIP",6
"MED","HUNK",6
"MED","KCNA1",6
"MED","KIF26A",6
"MED","KL",6
"MED","LINGO2",6
"MED","LMX1A",6
"MED","LOC101927137",6
"MED","MAB21L2",6
"MED","MPP3",6
"MED","MYOZ3",6
"MED","NRIP2",6
"MED","PAX5",6
"MED","PEX5L",6
"MED","PRAME",6
"MED","RPH3A",6
"MED","RSPO3",6
"MED","SCN3B",6
"MED","SEZ6",6
"MED","SOSTDC1",6
"MED","UNC5C",6
"MED","ATOH1",5
"MED","CACNG2",5
"MED","CBLN2",5
"MED","DAB1",5
"MED","DACH1",5
"MED","EMX2",5
"MED","FBXL21",5
"MED","GALNT14",5
"MED","GPR12",5
"MED","HAS3",5
"MED","HTR2C",5
"MED","ISLR2",5
"MED","LHX4",5
"MED","LOC102725426",5
"MED","MEX3B",5
"MED","MRLN",5
"MED","NMU",5
"MED","NTF3",5
"MED","PPP1R17",5
"MED","PPP2R2C",5
"MED","PTPN5",5
"MED","PTPRR",5
"MED","SHD",5
"MED","SLC6A3",5
"MED","SP5",5
"MED","TEX15",5
"MED","ZNF804A",5
"MED","AGTR1",4
"MED","AKAP6",4
"MED","CALCB",4
"MED","CDH12",4
"MED","CHRM3",4
"MED","CNPY1",4
"MED","CNTNAP2",4
"MED","CPLX1",4
"MED","DCDC5",4
"MED","DCX",4
"MED","DKK2",4
"MED","DLX1",4
"MED","DLX2",4
"MED","FAP",4
"MED","FEZF2",4
"MED","FREM3",4
"MED","GCK",4
"MED","GFRA1",4
"MED","GPR88",4
"MED","GRM1",4
"MED","GRM8",4
"MED","HOXA11",4
"MED","HOXB3",4
"MED","JPH3",4
"MED","KCNA5",4
"MED","KHDRBS2",4
"MED","KRT19",4
"MED","LHX2",4
"MED","LIN28B",4
"MED","NEFM",4
"MED","PRDM13",4
"MED","RBFOX1",4
"MED","SIX6",4
"MED","TAC1",4
"MED","TRDV3",4
"MED","TTR",4
"MED","UNC13C",4
"MED","WDR72",4
"MED","YME1L1",4
"MED","ZIC3",4
"MED","ACTC1",3
"MED","ADGRG6",3
"MED","ANO2",3
"MED","ARHGAP28",3
"MED","ASPN",3
"MED","ASXL3",3
"MED","BIRC5",3
"MED","BNC1",3
"MED","CACNA1B",3
"MED","CBFA2T3",3
"MED","CDC25C",3
"MED","CELF4",3
"MED","CENPE",3
"MED","CHN2",3
"MED","CHODL",3
"MED","COL25A1",3
"MED","CRABP2",3
"MED","CRACR2A",3
"MED","CUX2",3
"MED","CXCL14",3
"MED","DACH2",3
"MED","DACT1",3
"MED","DDX43",3
"MED","DLL3",3
"MED","DSP",3
"MED","EMX2OS",3
"MED","FAM19A4",3
"MED","FOXG1",3
"MED","FRAS1",3
"MED","FSTL5",3
"MED","GLI2",3
"MED","GPR68",3
"MED","HLX",3
"MED","HMP19",3
"MED","HOXB2",3
"MED","HOXC6",3
"MED","IGLON5",3
"MED","IGSF21",3
"MED","IMPG2",3
"MED","KCNIP4",3
"MED","KLHL1",3
"MED","KLHL35",3
"MED","KRT14",3
"MED","KRT222",3
"MED","LHX9",3
"MED","LINC00960",3
"MED","LMO7DN",3
"MED","LOC100288637",3
"MED","LOC283731",3
"MED","LOC653602",3
"MED","LRRC7",3
"MED","LTC4S",3
"MED","MAGEA2B",3
"MED","MAGEA6",3
"MED","MAK",3
"MED","MAL2",3
"MED","MFAP4",3
"MED","MGC24103",3
"MED","MIR124-1",3
"MED","MRAP2",3
"MED","NDNF",3
"MED","NDST3",3
"MED","NEUROD6",3
"MED","NRL",3
"MED","OLFM3",3
"MED","PDE5A",3
"MED","PDE6H",3
"MED","PLCXD3",3
"MED","PLPPR4",3
"MED","PLPPR5",3
"MED","POU4F1",3
"MED","PTPN20",3
"MED","RAB26",3
"MED","RALYL",3
"MED","RBM24",3
"MED","RD3",3
"MED","RPS4Y1",3
"MED","SEMA3A",3
"MED","SH3GL3",3
"MED","SHISA2",3
"MED","SHROOM2",3
"MED","SIM1",3
"MED","SIX3",3
"MED","SLC1A7",3
"MED","SLC35D3",3
"MED","SLC4A11",3
"MED","SLC7A14",3
"MED","SMIM24",3
"MED","SYCP1",3
"MED","SYNPR",3
"MED","SYT6",3
"MED","TBX5",3
"MED","TWIST2",3
"MED","TYRP1",3
"MED","UNC5A",3
"MED","XIST",3
"MED","ADAMTS18",2
"MED","AFDN-AS1",2
"MED","AIPL1",2
"MED","ANKRD33B",2
"MED","ARHGAP36",2
"MED","ART3",2
"MED","ATOH7",2
"MED","ATP8A2",2
"MED","BRIP1",2
"MED","CA14",2
"MED","CABP5",2
"MED","CAMKK1",2
"MED","CAMKV",2
"MED","CARD10",2
"MED","CBLN4",2
"MED","CCDC144NL-AS1",2
"MED","CCDC88C",2
"MED","CCNB2",2
"MED","CDC20",2
"MED","CDC45",2
"MED","CENPW",2
"MED","CEP152",2
"MED","CEP170P1",2
"MED","CHRNA1",2
"MED","CLDN1",2
"MED","CLEC2L",2
"MED","COL23A1",2
"MED","COL2A1",2
"MED","CRACR2B",2
"MED","CRIP1",2
"MED","CRYBA2",2
"MED","CYP26B1",2
"MED","CYP27B1",2
"MED","CYP3A5",2
"MED","DCT",2
"MED","DGKB",2
"MED","DKFZP434L187",2
"MED","DLGAP1-AS3",2
"MED","DLX5",2
"MED","EBF1",2
"MED","ECEL1",2
"MED","ESRRB",2
"MED","FAM171A2",2
"MED","FAM19A2",2
"MED","FAM65B",2
"MED","FAM84A",2
"MED","FEV",2
"MED","FHDC1",2
"MED","FLJ37786",2
"MED","FOXA2",2
"MED","FZD10",2
"MED","GABRA5",2
"MED","GAL",2
"MED","GATA6",2
"MED","GCNT2",2
"MED","GDAP1L1",2
"MED","GEN1",2
"MED","GNB3",2
"MED","GREM2",2
"MED","HOXA2",2
"MED","HOXC10",2
"MED","HOXC9",2
"MED","HPCA",2
"MED","HS3ST4",2
"MED","IGHM",2
"MED","ISLR",2
"MED","KCNA3",2
"MED","KHDC1L",2
"MED","KIAA1683",2
"MED","KLF1",2
"MED","KNL1",2
"MED","KRT31",2
"MED","LAMC3",2
"MED","LCE3D",2
"MED","LDB3",2
"MED","LHX5",2
"MED","LHX6",2
"MED","LINC01139",2
"MED","LINC01551",2
"MED","LINC01558",2
"MED","LOC101060604",2
"MED","LOC286382",2
"MED","LOC389906",2
"MED","LOC440173",2
"MED","LOC441666",2
"MED","LOC646588",2
"MED","LPAR2",2
"MED","MAMDC2",2
"MED","MARCH4",2
"MED","MARCH9",2
"MED","MED9",2
"MED","METTL1",2
"MED","METTL21B",2
"MED","MIR17HG",2
"MED","MIR8071-2",2
"MED","MMP12",2
"MED","MPP4",2
"MED","MYCL",2
"MED","MYL1",2
"MED","NGFR",2
"MED","NKX3-2",2
"MED","NR2E3",2
"MED","NRN1",2
"MED","NT5M",2
"MED","NTNG1",2
"MED","NTRK1",2
"MED","OGN",2
"MED","OTOR",2
"MED","PCDHB15",2
"MED","PCNT",2
"MED","PDC",2
"MED","PDE1A",2
"MED","PDIA2",2
"MED","PLD6",2
"MED","PRKG2",2
"MED","PRPH",2
"MED","PRPH2",2
"MED","PRR16",2
"MED","PRSS12",2
"MED","RCVRN",2
"MED","RELN",2
"MED","RET",2
"MED","RP1",2
"MED","RPRML",2
"MED","SAG",2
"MED","SEBOX",2
"MED","SFRP5",2
"MED","SH3GL2",2
"MED","SHISA8",2
"MED","SIM2",2
"MED","SIX1",2
"MED","SLC13A4",2
"MED","SLC35F3",2
"MED","SLITRK6",2
"MED","SMOC2",2
"MED","SOGA3",2
"MED","SPHKAP",2
"MED","SPSB4",2
"MED","SRCIN1",2
"MED","SRL",2
"MED","SRRM4",2
"MED","SST",2
"MED","ST6GALNAC5",2
"MED","SV2C",2
"MED","SYCP2L",2
"MED","SYT13",2
"MED","TAC3",2
"MED","TEX14",2
"MED","TFAP2C",2
"MED","TFAP2D",2
"MED","TOP3A",2
"MED","TRHDE",2
"MED","TRHDE-AS1",2
"MED","TRIM51",2
"MED","TRIM58",2
"MED","USF1",2
"MED","VSTM2A-OT1",2
"MED","ZMAT4",2
"MED","ZNF385B",2
"MED","ZNF664-FAM101A",2
"MED","A1BG",1
"MED","AACSP1",1
"MED","AANAT",1
"MED","ABCA7",1
"MED","ABCC12",1
"MED","ABCC8",1
"MED","ADAM12",1
"MED","ADAMDEC1",1
"MED","ADAMTS2",1
"MED","ADCY1",1
"MED","ADGRB3",1
"MED","ADGRG2",1
"MED","ADRA2A",1
"MED","ADRB1",1
"MED","AFDN",1
"MED","AGXT",1
"MED","AHRR",1
"MED","AJAP1",1
"MED","AKAIN1",1
"MED","ALX1",1
"MED","AQP3",1
"MED","ARHGAP11A",1
"MED","ARHGAP9",1
"MED","ASCL2",1
"MED","ASPM",1
"MED","ATP2A3",1
"MED","ATPAF2",1
"MED","AUNIP",1
"MED","BCL11B",1
"MED","BDNF",1
"MED","BEAN1",1
"MED","BHMT",1
"MED","BMF",1
"MED","BMP5",1
"MED","BMP6",1
"MED","BNC2",1
"MED","BOK",1
"MED","BTBD11",1
"MED","C14orf39",1
"MED","C17orf96",1
"MED","C1QTNF4",1
"MED","C2orf71",1
"MED","CACNA1E",1
"MED","CACNA1G",1
"MED","CACNA2D4",1
"MED","CACNB2",1
"MED","CACNG3",1
"MED","CADPS",1
"MED","CALN1",1
"MED","CASQ2",1
"MED","CCDC140",1
"MED","CCDC150",1
"MED","CCNO",1
"MED","CCSER1",1
"MED","CDH15",1
"MED","CHRNA3",1
"MED","CITED1",1
"MED","CKAP2L",1
"MED","CLEC18A",1
"MED","CLIC6",1
"MED","CLMP",1
"MED","CLSTN2",1
"MED","CNGA1",1
"MED","CNGA3",1
"MED","CNTN2",1
"MED","CNTN3",1
"MED","CNTN4",1
"MED","CNTN6",1
"MED","COL13A1",1
"MED","COL15A1",1
"MED","COL27A1",1
"MED","COL6A3",1
"MED","CPLX3",1
"MED","CRABP1",1
"MED","CRHBP",1
"MED","CRHR1",1
"MED","CRLF1",1
"MED","CRTAM",1
"MED","CRYM",1
"MED","CTSV",1
"MED","CTTNBP2",1
"MED","CXCL12",1
"MED","CXCL9",1
"MED","CYB5R2",1
"MED","CYYR1",1
"MED","DAPK2",1
"MED","DDX31",1
"MED","DEFB1",1
"MED","DKK1",1
"MED","DKK4",1
"MED","DLGAP2",1
"MED","DLGAP5",1
"MED","DLK1",1
"MED","DLX4",1
"MED","DMRT2",1
"MED","DOK6",1
"MED","DRD2",1
"MED","DRD5",1
"MED","DSC3",1
"MED","DUSP2",1
"MED","DUSP5",1
"MED","EFNA5",1
"MED","EGFLAM",1
"MED","ELAVL4",1
"MED","ELN",1
"MED","EMB",1
"MED","EN1",1
"MED","EPB41L4B",1
"MED","EPHA10",1
"MED","EPHA3",1
"MED","EPHA5",1
"MED","EPHA7",1
"MED","EPHA8",1
"MED","ERN1",1
"MED","ERP27",1
"MED","ESRRG",1
"MED","ETNPPL",1
"MED","EWSAT1",1
"MED","EXO1",1
"MED","EYS",1
"MED","FABP6",1
"MED","FAM138E",1
"MED","FAM71E1",1
"MED","FANCD2",1
"MED","FAT2",1
"MED","FENDRR",1
"MED","FGF14",1
"MED","FGF19",1
"MED","FGF20",1
"MED","FNDC5",1
"MED","FOXC2",1
"MED","FOXD1",1
"MED","FOXF1",1
"MED","FOXL2",1
"MED","FOXO6",1
"MED","FOXP2",1
"MED","FOXS1",1
"MED","FREM2",1
"MED","FRG2EP",1
"MED","GABRA6",1
"MED","GABRG3",1
"MED","GAD1",1
"MED","GALNT9",1
"MED","GBX2",1
"MED","GFI1B",1
"MED","GINS2",1
"MED","GLI1",1
"MED","GLT8D2",1
"MED","GNAT1",1
"MED","GNG13",1
"MED","GNG3",1
"MED","GNG8",1
"MED","GNGT1",1
"MED","GNGT2",1
"MED","GPAT2",1
"MED","GPR78",1
"MED","GPR85",1
"MED","GPRIN1",1
"MED","GREB1",1
"MED","GREB1L",1
"MED","GREM1",1
"MED","GRIK1",1
"MED","GRIN2C",1
"MED","GRM6",1
"MED","GSC",1
"MED","GUCY2D",1
"MED","HACD1",1
"MED","HCAR3",1
"MED","HIST1H2AH",1
"MED","HIST1H2BJ",1
"MED","HIST1H3F",1
"MED","HIST1H4H",1
"MED","HMGA2",1
"MED","HORMAD1",1
"MED","HOXA6",1
"MED","HOXB6",1
"MED","HOXB7",1
"MED","HOXC13",1
"MED","HOXC5",1
"MED","HYMAI",1
"MED","IFITM10",1
"MED","IGHA2",1
"MED","IGLC1",1
"MED","IMPG1",1
"MED","IRX4",1
"MED","ISL1",1
"MED","ITGA4",1
"MED","ITPR3",1
"MED","KCNE5",1
"MED","KCNJ6",1
"MED","KCNK3",1
"MED","KCNQ2",1
"MED","KCNQ5",1
"MED","KCNV2",1
"MED","KIAA0485",1
"MED","KIAA1024",1
"MED","KIF2C",1
"MED","KISS1",1
"MED","KLHDC7A",1
"MED","KRT15",1
"MED","KRT17",1
"MED","KRT33A",1
"MED","L1CAM",1
"MED","LAMP5",1
"MED","LEFTY1",1
"MED","LGSN",1
"MED","LINC00261",1
"MED","LINC00865",1
"MED","LINC00889",1
"MED","LINC01105",1
"MED","LINC01305",1
"MED","LMO1",1
"MED","LOC100130502",1
"MED","LOC100130872",1
"MED","LOC100131170",1
"MED","LOC100287387",1
"MED","LOC100507194",1
"MED","LOC100653057",1
"MED","LOC101060391",1
"MED","LOC101927093",1
"MED","LOC101928076",1
"MED","LOC101928635",1
"MED","LOC101929748",1
"MED","LOC283454",1
"MED","LOC285300",1
"MED","LOC389332",1
"MED","LOC441178",1
"MED","LOC441204",1
"MED","LOC90768",1
"MED","LOXL1",1
"MED","LRAT",1
"MED","LRRC18",1
"MED","LTB",1
"MED","LURAP1L",1
"MED","MAEL",1
"MED","MAGEA11",1
"MED","MAGEA12",1
"MED","MCOLN3",1
"MED","MEGF6",1
"MED","MIAT",1
"MED","MIR124-2HG",1
"MED","MMP11",1
"MED","MNX1-AS1",1
"MED","MPPED1",1
"MED","MSC-AS1",1
"MED","MSI1",1
"MED","MYB",1
"MED","MYH11",1
"MED","MYL2",1
"MED","MYL7",1
"MED","MYO3B",1
"MED","MYO7A",1
"MED","MYOCD",1
"MED","MYOT",1
"MED","NEFL",1
"MED","NEUROD4",1
"MED","NEUROG2",1
"MED","NKD1",1
"MED","NKD2",1
"MED","NKX2-2",1
"MED","NOG",1
"MED","NOL4",1
"MED","NOS1",1
"MED","NPB",1
"MED","NPFFR2",1
"MED","NPY2R",1
"MED","NPY5R",1
"MED","NPY6R",1
"MED","NRSN1",1
"MED","NTN5",1
"MED","NTS",1
"MED","NXPH1",1
"MED","NXPH2",1
"MED","OMD",1
"MED","OR7D2",1
"MED","PABPC4L",1
"MED","PABPC5",1
"MED","PAQR9",1
"MED","PATJ",1
"MED","PAX1",1
"MED","PAX3",1
"MED","PBX4",1
"MED","PCDH11Y",1
"MED","PCDHA2",1
"MED","PCDHA9",1
"MED","PCDHAC2",1
"MED","PCDHB5",1
"MED","PCDHGA4",1
"MED","PCSK2",1
"MED","PCSK9",1
"MED","PDE1C",1
"MED","PDE6G",1
"MED","PGM5",1
"MED","PHF21B",1
"MED","PIRT",1
"MED","PITX1",1
"MED","PITX2",1
"MED","PIWIL2",1
"MED","PKP2",1
"MED","PLCH2",1
"MED","PLK1",1
"MED","PRDM16",1
"MED","PRDM6",1
"MED","PROSER2",1
"MED","PRR15",1
"MED","PRTG",1
"MED","PTH2R",1
"MED","PTHLH",1
"MED","PTPRT",1
"MED","PVALB",1
"MED","PYY",1
"MED","RAB3B",1
"MED","RALGAPA2",1
"MED","RASD2",1
"MED","RASGEF1C",1
"MED","RASGRF2",1
"MED","RASGRP1",1
"MED","RASL10A",1
"MED","RASL11B",1
"MED","RASSF6",1
"MED","REM2",1
"MED","RGS20",1
"MED","RGS7",1
"MED","RIT2",1
"MED","ROBO2",1
"MED","ROBO3",1
"MED","RSPO1",1
"MED","RSPO2",1
"MED","RTN4RL1",1
"MED","RUNX2",1
"MED","RUNX3",1
"MED","RXRG",1
"MED","RYR2",1
"MED","SAMD5",1
"MED","SCN7A",1
"MED","SDCCAG8",1
"MED","SEMA3D",1
"MED","SEZ6L2",1
"MED","SGIP1",1
"MED","SHF",1
"MED","SHISA6",1
"MED","SIX2",1
"MED","SLC12A5",1
"MED","SLC17A7",1
"MED","SLC18A2",1
"MED","SLC1A6",1
"MED","SLC22A16",1
"MED","SLC26A10",1
"MED","SLC26A7",1
"MED","SLC27A2",1
"MED","SLC47A1",1
"MED","SLC8A2",1
"MED","SLCO4C1",1
"MED","SLITRK1",1
"MED","SLITRK3",1
"MED","SOCS2-AS1",1
"MED","SORCS3",1
"MED","SOX1",1
"MED","SOX3",1
"MED","SPANXA2-OT1",1
"MED","SPESP1",1
"MED","SPINK5",1
"MED","SPNS2",1
"MED","SPX",1
"MED","ST6GAL2",1
"MED","STX1A",1
"MED","STXBP6",1
"MED","SULF1",1
"MED","SYCE1",1
"MED","SYN1",1
"MED","SYNGR3",1
"MED","SYPL2",1
"MED","SYTL1",1
"MED","TBC1D30",1
"MED","TBX21",1
"MED","TCAM1P",1
"MED","TENM3",1
"MED","TFAP2A",1
"MED","THEMIS",1
"MED","THRSP",1
"MED","THSD7B",1
"MED","TLL2",1
"MED","TMEM132D",1
"MED","TMEM145",1
"MED","TMSB15B",1
"MED","TMTC2",1
"MED","TNF",1
"MED","TNN",1
"MED","TNNC1",1
"MED","TNNI1",1
"MED","TPH1",1
"MED","TRAC",1
"MED","TRAIP",1
"MED","TRBV27",1
"MED","TRH",1
"MED","TRPC3",1
"MED","TRPV4",1
"MED","TSNAX-DISC1",1
"MED","TTK",1
"MED","TULP1",1
"MED","TWIST1",1
"MED","UBASH3B",1
"MED","USH2A",1
"MED","VGLL3",1
"MED","VSNL1",1
"MED","VWDE",1
"MED","WBSCR17",1
"MED","WIF1",1
"MED","WNK4",1
"MED","WNT11",1
"MED","WT1",1
"MED","XCL1",1
"MED","XCL2",1
"MED","ZBTB45",1
"MED","ZIC5",1
"MED","ZNF134",1
"MED","ZNF324",1
"MED","ZNF385C",1
"MED","ZNF497",1
"MED","ZNF536",1
"MED","ZNF586",1
"MED","ZNF702P",1
"MED","ZNF814",1
"MED","ZNF837",1
"MED","ZSCAN4",1
"PA","COL20A1",15
"PA","SCN7A",13
"PA","SEMA3E",13
"PA","ALDH1A3",12
"PA","KLRC2",12
"PA","NKX2-2",12
"PA","SLITRK3",12
"PA","SOX10",12
"PA","TRPM8",12
"PA","CA10",11
"PA","CDH19",11
"PA","NXPH1",11
"PA","POSTN",11
"PA","SLC24A2",11
"PA","ATP10B",10
"PA","BRINP3",10
"PA","CHAD",10
"PA","ERBB3",10
"PA","GPR17",10
"PA","LHFPL3",10
"PA","LOC101927057",10
"PA","MEGF11",10
"PA","PLA2G2A",10
"PA","RNF128",10
"PA","STK32B",10
"PA","COL9A1",9
"PA","GRM5",9
"PA","KCNJ16",9
"PA","LOC100996542",9
"PA","OLIG2",9
"PA","TGFA",9
"PA","AZGP1P1",8
"PA","BCAS1",8
"PA","BEST3",8
"PA","GFRA1",8
"PA","KLRC3",8
"PA","MIR675",8
"PA","NAPSB",8
"PA","NOS1",8
"PA","PLLP",8
"PA","RIT2",8
"PA","SNX22",8
"PA","SUSD5",8
"PA","TF",8
"PA","XIST",8
"PA","DMRT2",7
"PA","DSCAM",7
"PA","GPC5",7
"PA","HLA-DRB4",7
"PA","LRRK2",7
"PA","NR0B1",7
"PA","PLD5",7
"PA","TIMP4",7
"PA","UGT8",7
"PA","AIM1",6
"PA","ATRNL1",6
"PA","C1orf106",6
"PA","C1QL1",6
"PA","CACNG4",6
"PA","CCL3L3",6
"PA","CCL4",6
"PA","CREB3L1",6
"PA","CSPG4",6
"PA","DGKG",6
"PA","KCNIP1",6
"PA","OLIG1",6
"PA","PLAC8",6
"PA","PLAU",6
"PA","PLPP4",6
"PA","SHISA9",6
"PA","SIX1",6
"PA","SLC8A3",6
"PA","TMEM100",6
"PA","WFDC1",6
"PA","ANKRD55",5
"PA","ARHGAP22",5
"PA","B3GALT2",5
"PA","BCHE",5
"PA","CHI3L2",5
"PA","CITED1",5
"PA","CMYA5",5
"PA","ECM1",5
"PA","FA2H",5
"PA","FXYD7",5
"PA","LOC101060835",5
"PA","LOC101926951",5
"PA","LTF",5
"PA","OXTR",5
"PA","SEMA5A",5
"PA","SORCS1",5
"PA","ABCC3",4
"PA","ACAN",4
"PA","ASIC4",4
"PA","CDH1",4
"PA","CLIC6",4
"PA","COL15A1",4
"PA","COL4A3",4
"PA","COL8A1",4
"PA","DAB1",4
"PA","EGR3",4
"PA","EN1",4
"PA","FOSB",4
"PA","GABRB1",4
"PA","GAD1",4
"PA","GAL3ST1",4
"PA","GALNT13",4
"PA","HOXC6",4
"PA","HS3ST1",4
"PA","IL1B",4
"PA","INMT",4
"PA","L3MBTL4",4
"PA","LINC00839",4
"PA","LRRC4C",4
"PA","MCHR1",4
"PA","NEU4",4
"PA","OLFM2",4
"PA","OPCML",4
"PA","SIX6",4
"PA","SOX8",4
"PA","SRPX",4
"PA","SSTR1",4
"PA","TRH",4
"PA","ZNF488",4
"PA","APOD",3
"PA","ASB5",3
"PA","B3GNT7",3
"PA","BMP8B",3
"PA","C14orf39",3
"PA","C7",3
"PA","CABP7",3
"PA","CLDN1",3
"PA","COL9A3",3
"PA","CYP1B1",3
"PA","CYP2J2",3
"PA","EGR2",3
"PA","EHD3",3
"PA","EPHA3",3
"PA","FERMT1",3
"PA","GRIA3",3
"PA","HLA-DQA1",3
"PA","HMGA2",3
"PA","HMP19",3
"PA","HOXA5",3
"PA","HOXA7",3
"PA","HOXB3",3
"PA","HOXB7",3
"PA","INHBA",3
"PA","ISLR",3
"PA","LOC100509445",3
"PA","LOC100509457",3
"PA","MAP3K7CL",3
"PA","MIR8071-2",3
"PA","MOG",3
"PA","MYT1",3
"PA","NTNG1",3
"PA","PCDHGA3",3
"PA","RARRES1",3
"PA","S100A1",3
"PA","SLC1A1",3
"PA","SORCS3",3
"PA","SPOCK3",3
"PA","SRPX2",3
"PA","THBS4",3
"PA","TMEM132B",3
"PA","TMEM132D",3
"PA","TNFSF13B",3
"PA","TUBB4A",3
"PA","VGF",3
"PA","ACHE",2
"PA","ADAMTS2",2
"PA","AFAP1L2",2
"PA","AREG",2
"PA","ART3",2
"PA","ATP8A2",2
"PA","C10orf10",2
"PA","CD69",2
"PA","CDKN2B",2
"PA","CEMIP",2
"PA","CHI3L1",2
"PA","CHST8",2
"PA","COL13A1",2
"PA","COL22A1",2
"PA","COL4A4",2
"PA","DKK1",2
"PA","DLK1",2
"PA","EMILIN2",2
"PA","EXTL1",2
"PA","EYA1",2
"PA","FAM19A1",2
"PA","FCER1A",2
"PA","FGFBP2",2
"PA","FOXC1",2
"PA","FST",2
"PA","GALR1",2
"PA","GATA6",2
"PA","GPD1",2
"PA","HAS2",2
"PA","HOXA3",2
"PA","HOXC10",2
"PA","HOXD1",2
"PA","HOXD4",2
