"Gene.symbol","logFC","adj.P.Val"
"HLA-DRA",2.45550303137843,0.000138621313775024
"WDR92",1.28824558407436,0.000139306895052675
"KBTBD8",-1.64258327612314,0.000139551858909145
"MOG",-3.03727809627357,0.000141049299092598
"DUSP2",-1.16868786946068,0.000141077658709711
"MYH11",-1.19948043117055,0.000141520758217407
"MRAP2",-2.79537335628422,0.00014177369735828
"GOLGA7B",-2.78100242982348,0.000142450343363955
"ZXDA",1.33469995138389,0.000143025211994907
"FCF1",1.32613500811722,0.000143025266470633
"MMD",-1.14631252669954,0.000143291227819077
"RGL1",-1.4760460148384,0.000144824872995249
"ASCC3",1.16881963550933,0.000145774180634309
"MTFR2",1.94562860374273,0.000145998878747716
"ATP8A1",-1.80307564128692,0.000146281843829377
"CENPL",1.18379319019855,0.000146341204353236
"HSPH1",-1.10355694130376,0.000146625708373444
"SNHG9",1.25843469775897,0.000148118930604645
"OSTF1",-1.8824451824459,0.000148247070517524
"RIPK2",1.27090577299447,0.0001482637046803
"MKI67",2.77758527783859,0.000148955177696027
"SCAPER",-1.02315698877621,0.000149084050237483
"ZNF114",1.45476235836864,0.000149100000245314
"ZNF256",1.33067775889375,0.000149312535275218
"NAT1",1.98308242853497,0.000149568673755027
"TRAF4",1.52082830456225,0.000150221964651448
"FANCE",1.43691749068823,0.000153173514837619
"PEX13",1.05666805165016,0.000153173514837619
"ZC3H12B",-2.02045457493564,0.000153540772954995
"CXorf23",1.05894413392544,0.0001543737419218
"MAP3K2",1.20141580677856,0.000155605278300251
"SAP30",1.04195573070203,0.000155956296749927
"MINA",1.02430894080407,0.000156252652280509
"SLCO4A1",-2.83598145114425,0.000156367441422415
"FAIM2",-3.36150442604439,0.000157465218476808
"NOL4",-2.56151064750769,0.000158274178647191
"SGK223",-1.64574453957818,0.000158728230743754
"JADE2",-2.69055669102051,0.000159638273956319
"CCDC28A",-1.07648632708797,0.000159781603053708
"PSMA3-AS1",1.0593798487806,0.000161111013006213
"RCBTB2",1.14493486715443,0.000161832034727689
"ZBTB20",1.21932028338882,0.000161922939864284
"CSDC2",-2.57922125064044,0.000161922939864284
"ELOVL7",-2.39794726099658,0.000162617511864388
"IDUA",1.65995778618967,0.000162923818815052
"MIR4640",1.45349211370052,0.000162957885656332
"ADGRA1",-2.85986055264576,0.000163725104073042
"MYO1E",1.55582757270617,0.000164229893771408
"CPNE8",-2.79084101947094,0.000164448429448438
"ADGRB3",-3.19978284605352,0.000164808440752595
"RFC5",1.18512954627981,0.000164957858442838
"OBSL1",1.29786136766495,0.000165742858796217
"FA2H",-3.34079446611473,0.00016601747092207
"SLC25A17",1.13687736266456,0.00016601747092207
"MOCS3",1.18795153606772,0.00016664923223175
"INF2",-1.09531769041105,0.000167174938282237
"SUSD1",1.69615620783918,0.000168193340717262
"RAD18",1.61263832932346,0.000170845569981927
"CXorf38",1.0928753302261,0.000171469078519373
"TNC",3.11486272404049,0.000171469078519373
"ARRDC3",1.28484208819,0.000173864372709457
"PATZ1",1.07168818013754,0.000173864372709457
"USP25",-1.11804600981552,0.00017569853862654
"POU2F1",1.12507317331709,0.000175980320656516
"NOS1",-3.34734324653879,0.000175980320656516
"ZNF280B",-1.51233857578284,0.000176354189252482
"LOC646762",-1.31561046243636,0.000176472447886415
"MAGI1",-1.12115880022006,0.000177496818078755
"PLEKHH1",-2.37528588308869,0.000177563934323682
"STK33",2.35437273267219,0.000177775070599385
"USP3",1.26143783725825,0.000178560398480285
"FAM175A",1.14972581757883,0.000180639907529654
"TRIM21",1.19981818597199,0.00018096925336368
"AHCYL1",-1.04598270676088,0.000181021194402558
"BTN3A2",2.59217550030591,0.000181378194271201
"ZNF195",1.2942046123992,0.000181423052301719
"LOC400043",2.69256695308665,0.000181922272530902
"FAM171B",-1.20947565608061,0.000182955987637046
"GEM",2.37094017484162,0.000183580918778357
"TTLL4",2.05924982625095,0.000184117229674765
"WDR73",1.1207911598286,0.000185069519915106
"MRRF",1.05377015828211,0.000186767594560027
"MESP1",-1.48709754111138,0.000187747652395827
"ETS2",-1.34831212008212,0.000188749883277724
"MGLL",-1.68312381645425,0.000190853391138488
"ADGRB2",-1.40303111419323,0.000191615399602267
"LOC102724951",1.84912598730999,0.00019348359298104
"LIN7A",-1.29990542916187,0.000194769817485231
"PCGF6",1.10850572246285,0.000194769817485231
"BEND7",1.65042587584523,0.000196213701699815
"MIGA1",-1.21483482532949,0.000199046279328072
"ZFP36L2",1.46380575801301,0.000199074316600135
"GIMAP2",2.22222001658704,0.000199212161072666
"GLI2",2.89487676481854,0.000199507330306872
"PRKAR1B",-1.97768663400099,0.000200581029275557
"FNDC10",-1.52638014375622,0.000200581029275557
"RBCK1",1.18736118104878,0.000200693746288589
"MAGEE2",-1.83280555018731,0.000200693746288589
"BEX2",-1.33729798203051,0.000200712757381442
"WDHD1",1.48392487463044,0.000201408236418918
"NR4A1",-1.72015822482966,0.000201531430481228
"HLA-DMA",2.90715390645798,0.000201784179245469
"CLN5",1.2885596507785,0.000202297538772478
"PLOD1",1.0449290414261,0.000203746439693587
"LRRC4C",-3.39555338516272,0.000204323697270389
"USP18",1.6143737486994,0.000204563594327543
"SEC31B",-1.8231861599073,0.000206949191368718
"HLA-G",1.26198259825811,0.000208543852471262
"ALYREF",1.43110230529145,0.000209832472464808
"BASP1",-1.55657477917233,0.000210193736155619
"MIS18A",1.37363376009914,0.000210360992307063
"C9orf16",-1.28180674670178,0.000210414980370394
"SOX11",2.71993857761163,0.000211320606460602
"SLN",-2.8911445052,0.000211641859992168
"ENPEP",2.15890574664753,0.000211644100137126
"RTN1",-1.55687363519323,0.00021226797927484
"TMEM204",1.67114335645681,0.000213493026299598
"NCAPD3",1.09665119716791,0.000213493026299598
"LOC284219",-1.56059159652906,0.000213493026299598
"FBN1",1.88851223021807,0.000213664352984024
"RAI14",1.28655919991926,0.000214569269725969
"GNG13",-1.67467623636818,0.000216051506605046
"UBASH3B",-2.61894162341743,0.000217231538516623
"ZDHHC23",-2.64051116345503,0.000217908097998987
"EMC10",1.12928476468717,0.000218021239844014
"SFXN5",-1.58684886526601,0.000218225489630342
"SLC2A3",-2.32395011761901,0.000218919606838749
"TNFRSF10B",1.93100288563687,0.000218919606838749
"LRRTM1",-2.64754546636753,0.000218919606838749
"CALD1",1.04247058807541,0.000219304016596003
"PIP4K2A",-1.61110959602498,0.000220445454182787
"TANC1",1.47194427538014,0.000220746813635064
"PCDHB2",2.50269777732695,0.000220746813635064
"C20orf194",-1.06611381706332,0.00022089018474857
"SIGMAR1",1.01217423089224,0.000221274992367159
"IGFBP7",1.19711434735305,0.000222297082132834
"UVSSA",1.2917149785046,0.000222397196275655
"ALKBH2",1.06281999426712,0.000223511762795142
"IGK",2.75385187774608,0.000225565557748776
"NPY1R",-2.37901150021749,0.000227173579057845
"PPP1R3C",-2.45615723905866,0.000228599375239498
"FBXL19",-1.33156837019304,0.00023050754574659
"NCBP1",1.24330852112998,0.000230667760766305
"B3GALT2",-3.01348689945667,0.000230861935676497
"NTNG2",-2.20364976632564,0.00023383652452122
"DNM2",1.24478343914096,0.000234529005369203
"NRXN2",-2.17040663604906,0.000234529005369203
"FAM184A",-1.38115012445562,0.000236795852543447
"CREB3L2",1.82026062283188,0.00023745432659827
"C1QTNF3-AMACR",-1.27252428099448,0.00023788271349501
"LNX1",-3.01558134265096,0.000238075076600544
"CACNA1G",-2.92508656281749,0.000238623427536808
"HSPBAP1",1.17040954443668,0.000239067147367856
"PLIN2",1.82411681538915,0.000239466624310291
"TMEM170B",-1.06232721793913,0.000240626673847606
"INPP5A",-1.46119490340716,0.000240812687296588
"TNNT1",-1.62698949526404,0.000240977522402499
"AGA",1.83406590628487,0.000242710541665169
"YPEL1",-1.80194769347291,0.000244505474882279
"HLA-A",1.02653398333213,0.000245134077178658
"CECR6",-1.98048693845378,0.000245134077178658
"CCL4",2.67455670404996,0.000246311871530127
"SDHAF3",1.36671663833228,0.000247801138737498
"EFEMP2",1.09868771141012,0.000247969094589711
"GLB1L",2.13069373397396,0.000248001410769993
"DYNLT3",-1.02106816092216,0.000250333196735942
"FAS",2.80997956783958,0.000252417787581569
"FAM78B",-2.72619309408435,0.000253266683517884
"A2M",1.28023759216778,0.000253570536957659
"MIR99AHG",1.38959878972472,0.000253814309639073
"L1CAM",-4.19750335229599,0.00025500435062086
"LOC100126784",-1.94875367671322,0.000255932787890449
"PCDHB16",2.52128871715417,0.000255932787890449
"GGACT",1.58741472309138,0.000256697474225189
"RGPD2",-1.4257993305979,0.000258719038939291
"SMPD3",-1.98453014275905,0.000259796090940178
"TMEM198",-1.210427670338,0.000262046137575992
"GAA",1.37750474199053,0.000263733330956499
"SLC27A4",-1.00896870801493,0.000265178430431386
"PPM1K",-1.44041672275622,0.000265950619848294
"PIGB",1.03117034186772,0.000266545202003851
"GPHN",-1.19511645939744,0.000266585807522624
"TIGD4",1.11320603531676,0.000267384618251919
"BNC2",2.69171118021788,0.000267644047702061
"SLC13A5",-1.77361902822972,0.000269353856695601
"PLIN3",1.60481389748711,0.000269551186133648
"KDELR3",2.73955412093326,0.00027693439770464
"ZNF343",1.35030827160098,0.000277718666534011
"ATOH7",-1.51128326079284,0.000278246008080144
"GABRG1",-3.90958645572328,0.000278702712019219
"LANCL2",-1.14896882459113,0.000281563825461359
"PRIM2",1.28071445038074,0.000283350863889646
"ZDHHC21",-1.10408974999494,0.000283999394843271
"ARG2",-2.08260145117719,0.000287246938642457
"DLX1",-3.29746074874076,0.000287496153457499
"HJURP",2.65346999448882,0.000288109610918729
"FSD1",-2.53257972075129,0.000288336067329951
"ADAM9",1.38596696477389,0.000288827200303845
"DENND5B",-1.16408264286483,0.000290049824902222
"SNRPB",1.06826094680855,0.000290796401364085
"CX3CL1",-2.00705978312696,0.000290837218225908
"EXTL1",-1.27740352891763,0.00029147146980553
"IDH1",1.00637746115739,0.000293266320682164
"WWTR1",1.83672858930282,0.000294203828814585
"FAM169A",-1.53050645217772,0.000294813699789051
"C4orf47",3.2953850559518,0.000296541380169907
"GPD1L",-2.22763740475142,0.00029723184248374
"SLC22A15",-2.12165401350888,0.000297573941579086
"TGDS",1.19663036525923,0.000298181894556845
"MT1M",-3.01354690720756,0.000298628389306009
"MCM3AP-AS1",1.68483268136568,0.000298628389306009
"DDX11",1.37368269535904,0.00030142529207019
"ZNF19",1.44837572202288,0.000303028776354605
"LIMK2",1.71858829315621,0.000304906801162354
"P3H1",1.15078398158718,0.000306192115666617
"ZNF287",1.49830387518875,0.000306999894995154
"CCR5",1.59138073279546,0.000307620303901942
"HN1L",1.31503937294003,0.000308057301670733
"ABCA17P",-1.68222907848074,0.000309034402940701
"CDK18",-1.99941668982347,0.000309556561792437
"E2F8",1.86557413998586,0.000309556561792437
"FKBP1A-SDCBP2",-1.27812583316726,0.000311082494830879
"BCL2L12",1.18636730031275,0.000315267861199464
"FXYD1",-3.87454909926062,0.000319166573803073
"RFXAP",1.16425608217685,0.000319319265727989
"LRRC20",-1.10778592557601,0.000323220145767634
"NBPF20",1.85422934009454,0.000324978997562803
"CDC20",3.1802958199927,0.000327787267058186
"CD248",1.81180659463741,0.000328732485726377
"CPVL",1.9756462111875,0.000328917900275241
"RAVER1",2.13304701530499,0.00032905309270539
"FSTL1",1.50555617394496,0.00033124080092646
"FSTL5",-4.09129559138317,0.000334462238220695
"DCBLD2",1.39581710417948,0.0003380234332505
"ZHX2",1.22521587472235,0.000338029783616289
"EPB41L4B",2.41633151640907,0.000338371954687531
"KHNYN",1.20460880705687,0.000339532848844983
"LRRC1",1.466533666562,0.00034079098943347
"NRXN1",-3.6750098806192,0.000341351552033899
"EDNRA",1.67082037321702,0.000342674329770964
"TRIM52-AS1",1.5333221338119,0.000343492971374944
"GSDMB",-1.12925758190546,0.000343595095138162
"TBC1D9",-1.46844577253597,0.000343595095138162
"C10orf35",-1.76053226250257,0.000343789753053203
"CNTN3",-3.53652921590474,0.000345458289893526
"SLC25A15",1.45204349700184,0.000346436560638269
"ZNF738",1.67106642176818,0.000346958821164784
"LIMA1",1.89021935282801,0.000347186802624123
"CXCL8",3.36584894250519,0.000347804491289493
"TRAPPC6B",-1.11068350061112,0.000348120063855199
"SCRN2",1.19097879589079,0.000348447158544784
"FCGBP",3.01520995629586,0.000350376734992404
"MSANTD2",1.02161671968271,0.000350456441659002
"ARNTL",-1.78185194831164,0.000351105441567529
"CEP152",2.11522312177797,0.000354884304480941
"VCPKMT",-1.22619732491585,0.000354963625848562
"SCAMP2",1.08649503002123,0.000355745900697702
"TCEA3",2.45946874577856,0.000360888077266796
"LPAR4",2.55872285465246,0.000360917865641996
"ZNF585A",-1.03815573682394,0.000361454466362672
"ZNF788",1.47085074827817,0.000361663779288735
"ERO1B",-1.52251582168922,0.000365582155231776
"P2RX5-TAX1BP3",1.36271945434443,0.000368923860481582
"CHST2",-1.40145679971329,0.000369922691775331
"SEPSECS",1.25392976039999,0.000370323955154499
"ENC1",-2.29962826728962,0.00037126349763675
"GEN1",1.63551555743517,0.00037126349763675
"ZNF416",1.21626877956594,0.000371921116465777
"TESK2",-1.17564567738429,0.000372629248344351
"PRKAA2",-1.47687283445707,0.000374436722393717
"PM20D2",1.6503266205434,0.000376080778007839
"PABPC1L",1.30780080220197,0.00037747987466177
"DBN1",1.12535501539263,0.000378345351474023
"PEG3-AS1",-1.95494209640664,0.000379283089465477
"RFC3",1.20774183479401,0.000381953878786511
"CAPN3",-2.05523262171375,0.000383158835620562
"NR1H3",1.17944947416995,0.000384951581329108
"TMA16",1.63112979001374,0.000384951581329108
"LOC284242",-1.09885873925569,0.000384963026313061
"C8orf46",-3.23492978911165,0.000385562262151343
"SMN2",1.21431945435765,0.000387448199378682
"LOC100507472",-2.41111993403669,0.000387448199378682
"TBC1D32",1.27329898619302,0.000390706153567935
"SLFN11",2.52700326028659,0.000391952965462678
"LOC202181",-1.25185944017653,0.000392974033703385
"XBP1",1.0472557181998,0.000394436890032529
"C6orf1",-1.14393728927213,0.00039671852056581
"RAB33A",-2.90621156529238,0.000396907734105349
"IFFO2",-1.34523816717403,0.000398180444489653
"VCAM1",3.18128107896226,0.000400739530790092
"TRIM59",1.81010116395233,0.000401042322117174
"GAB1",1.40337751677981,0.000402512719648426
"S100A11",1.91539658845561,0.000406663540111879
"SLC29A2",-1.22513824742788,0.000407979282072194
"PPP1R9A",-1.68126057185681,0.000408111718267861
"TMEM168",1.06936646145535,0.000408197108195484
"COL24A1",-1.02171063512124,0.000414851580033165
"LMTK3",-1.51598078453117,0.000415676378121341
"RUFY3",-1.11111488926082,0.000417795320211297
"NECTIN2",2.09081171886219,0.000418846150840637
"PCDH9",-2.60081812657601,0.000420932643335871
"KIAA0930",-1.17634858767246,0.000422772080193654
"CBARP",-1.05243483064464,0.00042902615167366
"FREM2",3.13588240363537,0.000429104166095184
"TP53I11",-1.17803884187095,0.000434423049821491
"SLC2A4RG",1.68568518989434,0.000440642306494949
"ZNF665",1.01624165348783,0.000442417070834644
"STAU2",-1.29034488792229,0.000442417070834644
"CROT",1.0575902749685,0.000445126620926687
"SPOCK1",-3.14314528017817,0.000446079295988532
"LINC01105",-3.24976296954129,0.000447280677315414
"GFOD2",-1.01245645275497,0.000447867793499155
"SERPINE1",3.05059296183201,0.000448156461479189
"FAM155A",-2.64102897092611,0.000450074305997332
"KIRREL",1.86660221529263,0.000450270146587036
"BCL2L11",1.27560776528408,0.000451473672188546
"CDT1",2.28338478683412,0.000451473672188546
"PLXNA2",-2.12491514927575,0.000451545986399528
"RNF135",1.43063714009204,0.000455377320116515
"AURKB",2.39153238219356,0.000457050598119668
"KHK",-1.58325778905543,0.000457913492624713
"ZBTB16",-2.3427191601382,0.000458136395964009
"FAM149A",-1.99149079488949,0.000460298070466927
"SCG5",-3.44953549202505,0.000460795984363663
"AGMAT",-1.4769945054094,0.000460992006690915
"LIG1",1.37942619435588,0.000465056816514266
"SDSL",1.32920739433064,0.000468536910667974
"CRYZ",1.41095716408547,0.000471026752209572
"RAB26",-2.57589974781046,0.000475000830996016
"IFI35",2.68475457446956,0.00047857280545772
"FGF14",-2.99396653586976,0.000478747491808803
"LOC81691",2.00483080718744,0.000479744936514873
"NUDT14",-1.42182787434477,0.000480555154468466
"SEMA5B",1.70111946531821,0.000483749261839296
"LINC00998",1.10651016854135,0.000483749261839296
"ALDH1L2",1.89352570403694,0.000485545745536749
"CDKN3",2.58296451496495,0.000486467606094058
"LAMA2",2.35518335812571,0.000489200561024808
"LOC102725271",-1.99622637368101,0.000490104374054243
"SLC2A12",-1.42342615958133,0.000492485591126168
"CDCA2",2.07148477470223,0.000492526618034878
"MXRA5",2.78627668535055,0.00049256707753311
"MGAT4C",-1.59136690510704,0.00049638112368742
"RPP25",-1.20810608426752,0.000498326702481945
"TMX2-CTNND1",1.06559893047678,0.000499013449571997
"PLEKHA4",2.0874388264541,0.000499075229857909
"TRIM14",2.65291415394675,0.000499075229857909
"BAG2",1.54512923021873,0.000500154462878292
"DDX19B",1.3747334860764,0.000507027494123963
"MEST",1.7444908135121,0.000512158946331776
"ZDHHC14",-2.34618515818363,0.000519631785987173
"LOC101927144",-1.09718116484865,0.00051994263117422
"RFC4",1.45048044075338,0.000525224665146668
"GATA2",-1.39532400861546,0.000525750234356081
"UNC79",-2.18470180434609,0.000527590550508704
"CHD3",-1.96775992406483,0.000527662309994388
"PIP4K2C",-1.09311903837029,0.000528276386726492
"ZDHHC8P1",-1.33299066162722,0.000528303649391679
"N4BP2L1",-1.61637797934498,0.000529097510507943
"ACTN2",-1.68886719004234,0.000530685464549204
"NDE1",2.16213798451624,0.000534779714222111
"LOC283516",-1.26415834233498,0.000537200467104403
"NES",2.25053521945253,0.000538110841082523
"LDOC1",-2.69352564800066,0.000539223452897683
"PMM2",1.06582602673274,0.000539223452897683
"TRIM6",1.89578329080308,0.000547210496720929
"SPSB2",1.03013154480881,0.000548176936743098
"QSOX1",1.29127671232853,0.00055077555329269
"PPP1R10",1.09802523178461,0.000552697100809395
"C10orf88",-1.12080023062236,0.000557562188564725
"C2orf81",1.69412066750046,0.000558845564268268
"MAP2",-1.08281604360638,0.000560971422180967
"PCYOX1L",-1.08189122802176,0.000560971422180967
"SESN1",-1.20419759312137,0.000567069332132158
"TMEM216",1.27892391577902,0.000567172094549912
"PDXK",-1.19869277731013,0.00056862178905877
"MLLT11",-1.78722449956542,0.000573318716158122
"CTDSP1",1.39349416283405,0.000573603972575925
"PLEKHG4",1.71610923078993,0.000573805569239337
"CDC42",1.2934111037061,0.000578662399483859
"ABCA7",-1.10658051594365,0.000581223142392735
"LRRTM2",-2.79133732395931,0.000581223142392735
"PYGO1",1.47265435219585,0.000586305797168439
"AQP11",-1.10960420818074,0.00058717325604402
"HYLS1",-1.6379475418935,0.000596420212612941
"NAA40",1.05666395987238,0.000596730753969381
"SEC61A2",-1.47543965891769,0.000597926975617033
"TSPAN7",-1.27139268760369,0.00060089475878967
"PTPRD",-2.06829483155536,0.000601405117230672
"SIPA1L1",-1.7090525371148,0.000601737344957561
"ZNF219",1.08921465724325,0.000604468127833484
"SNORD88C",1.13346779148994,0.000605469545645358
"SKP2",1.11801137866745,0.000605891050108204
"HECW2",-2.10604203052867,0.000610103157129947
"LACTB2",1.46031524709171,0.000611097555180445
"PTTG1",1.83849245362189,0.000612760007763343
"C8orf37",1.69415332175089,0.000613461650927867
"LINC01560",1.67952161639579,0.000618128670144984
"TCERG1L",-3.0350934948167,0.000618518912515829
"TLN1",1.89652543058967,0.000618518912515829
"SEPT3",-2.01504758870454,0.000622986746751731
"CLVS1",-1.17830376112676,0.000623375129466095
"CD44",2.39926142619651,0.000643082635975036
"APAF1",1.01699328954148,0.000645454617735671
"PCBD2",1.74771450531269,0.000647223772512315
"LINC00899",1.58210337492853,0.000653362102885831
"FAM129B",1.18215392744563,0.000654009195514386
"GLRB",-2.04901660075471,0.000655420582111864
"PDLIM1",2.13855200915319,0.000657114793374937
"ITCH",1.00691449791446,0.000658288252377582
"GPR3",-1.03430908875963,0.000664801898164918
"MYCN",2.27991508089566,0.000666304530105292
"ANKH",-1.31854852096273,0.000675679550955104
"RPGRIP1L",1.47235919935923,0.000675815195826573
"ZNF155",1.01495645880651,0.000676612584695737
"PPP4R3A",1.20515296935338,0.00067864417116218
"LYPLA1",1.01136407493359,0.00067864417116218
"LRRC28",1.32186538330743,0.000680581132706905
"FAM122C",1.06813811870835,0.00068143784715657
"OTUD6B-AS1",-1.22134389410421,0.000683495439793326
"KCNN2",-2.44689395435418,0.000684647406384264
"ZBED3-AS1",1.21511264685983,0.000686688421949704
"SS18L1",-1.11153946508647,0.0006874316693353
"MAP4K2",-1.31465240621749,0.00069639777194811
"PLBD1",2.28027922791045,0.000697601022597489
"ZNF300P1",2.19039440233267,0.00070181904190004
