"Gene.symbol","logFC","adj.P.Val"
"REV3L",1.33402834864345,1.50809957184432e-05
"FAM76B",1.34797079321834,1.51581583625962e-05
"C11orf70",4.75362830220131,1.52084722433302e-05
"PVR",-1.03439221892965,1.52198679143949e-05
"ZNF432",1.00852920363386,1.53454524393856e-05
"ZNF624",1.25517443218224,1.53506849077734e-05
"EXOC6B",-1.00709525410375,1.54341470125287e-05
"YPEL3",-1.3243512160699,1.5647448215315e-05
"PCAT6",1.54641100967054,1.56942542641069e-05
"MFNG",2.23409935094076,1.58818372215942e-05
"MSN",1.84627079599212,1.59835475499317e-05
"DUSP26",-3.31867534244011,1.6076428151796e-05
"C1QTNF5",2.34292082441735,1.62129652520599e-05
"ANXA2",2.2618425499547,1.63231172886708e-05
"TGFBR2",1.47158352880696,1.64527305726717e-05
"SCRIB",1.31945582727482,1.66253875424315e-05
"HEY2",2.60579711067566,1.67883273663284e-05
"IGF2BP3",4.20937010813412,1.69121342333081e-05
"SQLE",1.16769401424036,1.69532663970634e-05
"ARRB1",-1.24468173094346,1.71153235106623e-05
"NYAP1",-1.96372241264767,1.71728354635213e-05
"MPP1",-1.2628176033173,1.7668972403575e-05
"PDSS1",1.53684990695759,1.7752680699025e-05
"MCUB",2.7253601630641,1.7752680699025e-05
"USP46",-1.60898514417903,1.78071530703844e-05
"KANK3",-1.05412047962505,1.78719479619298e-05
"SPRY1",2.08134349533957,1.7919700330908e-05
"BCL7C",1.01662148142531,1.79444953088542e-05
"FBXO5",1.80165092136968,1.80737650889476e-05
"CKMT2",-1.14219497195431,1.81321647819788e-05
"ELF4",2.50284525526226,1.81465916821044e-05
"LOC101929232",-1.79754048271552,1.85471624231732e-05
"ADAM23",-2.88804636328515,1.85471624231732e-05
"SEPT6",-2.74771629492038,1.8558577576869e-05
"SMURF1",-1.11751377779705,1.86468906464979e-05
"LIMS4",1.42266814003181,1.87864264136775e-05
"MIPEP",1.83608305903464,1.88139278340797e-05
"ECM2",4.22765564032939,1.88597777609865e-05
"TSC1",-1.00172609856753,1.89069473045233e-05
"SLC38A6",1.66497917526838,1.89148965103567e-05
"HTR7",-1.03859033152742,1.90269300029834e-05
"ZEB1-AS1",1.85889219890624,1.9185301261048e-05
"CSMD1",-3.37266314106371,1.93799458227321e-05
"MAST4",-1.81982115140802,1.94379774366387e-05
"TWF1",1.08322484641815,1.95154492524619e-05
"CEP57",1.20304331934181,1.95422709993318e-05
"DNTTIP1",1.03926523019335,1.95422709993318e-05
"TMED7-TICAM2",1.66403443178941,1.95549364386013e-05
"TMEM45A",3.8010543733048,1.96566059457606e-05
"PABPC4L",2.55331822426272,1.9745026225074e-05
"GAS1",2.23451319835786,1.9829301285746e-05
"CXCL14",-5.02677219088225,1.9829301285746e-05
"AGK",-1.01632239450349,1.9885452139472e-05
"LINC00467",1.98698365254345,2.00470988970492e-05
"FGF14-AS2",2.48183212140776,2.02188587440566e-05
"EML2",-1.5785654198125,2.02478889134341e-05
"TACC3",2.30892499813899,2.03813003452428e-05
"GNG7",-1.89693881863367,2.04853065743395e-05
"PDPN",3.14425419765877,2.07101396596344e-05
"TNFAIP8",1.97104815594306,2.088565779655e-05
"PHACTR3",-3.84180496842347,2.10367616453996e-05
"KCNK3",-4.03908325924281,2.11011181686284e-05
"TSPAN11",2.68705981714977,2.12617922489963e-05
"PHF19",1.63294027568863,2.13658318519506e-05
"GRN",1.23304772785576,2.1377058719148e-05
"ATRNL1",-3.47171247024103,2.13828610986583e-05
"ZNF546",1.11630771394063,2.13833339078437e-05
"NPTX1",-3.61767750996477,2.13833339078437e-05
"TAC3",-2.62711009599836,2.1498621948571e-05
"TTF2",1.59183893914785,2.16449229435545e-05
"NMI",2.51373224685963,2.18642936112713e-05
"GAREM1",-1.49628737962078,2.18653097638075e-05
"PPP1R37",-1.02556928871282,2.20316481920141e-05
"F2RL1",3.56931280769105,2.24247846092575e-05
"WASF1",-1.89220707984097,2.24247846092575e-05
"CELF3",-3.35670241878922,2.27750424048059e-05
"DEPDC1",2.56957497491255,2.27913238291253e-05
"ZNF367",2.12523344969533,2.28943884055402e-05
"RFC2",1.18106641290388,2.29634807464952e-05
"MDM1",1.4766360613046,2.29959229667128e-05
"ABCB7",1.0714040516305,2.29959229667128e-05
"VSTM2A",-4.5752779259148,2.29959229667128e-05
"SNX18",1.01845365374832,2.29959229667128e-05
"NDST3",-2.19821822167607,2.31980680668225e-05
"CAMK2N1",-2.49395994746871,2.32332565634615e-05
"ETS1",1.80213803722235,2.35760965926652e-05
"SMARCAD1",1.03389554524161,2.36089732854766e-05
"LINC00643",-2.93086102636312,2.38878814429684e-05
"UNC5C",-3.81981177492564,2.39689174214379e-05
"DHRS1",1.25103618296817,2.40151843301291e-05
"FAM133A",-2.59707620164655,2.40665266260466e-05
"KLF13",-1.03271813869994,2.41055261817428e-05
"MEF2C",-2.25324455581776,2.41109974250924e-05
"TTC9",-2.351350533096,2.42222935751854e-05
"CHSY3",-2.31083574024648,2.42222935751854e-05
"KIF5A",-2.17256309015642,2.42854812915962e-05
"MSH6",1.04271244611538,2.43930939194982e-05
"NEGR1",-3.0043202693526,2.44305908111267e-05
"TIAM1",-1.63131894071144,2.44305908111267e-05
"SNAI2",2.35947776167225,2.44308482421812e-05
"RABGAP1L",-1.42323109034826,2.44332012585076e-05
"MAFG",-1.60867120661572,2.44794511880506e-05
"FLJ20021",-1.27785456197101,2.44841300961254e-05
"TIGD7",1.42760842209658,2.45235901712352e-05
"TMEM74B",-1.464861814052,2.46290297719091e-05
"STARD10",-1.66142652300323,2.49625435493189e-05
"PLA2G4C",-2.2983127925787,2.50436952333414e-05
"FOXQ1",-2.92819756057614,2.51242373053712e-05
"TSPAN5",-1.51629196096969,2.52121097559727e-05
"MTA3",-1.20486612648383,2.54064079990787e-05
"MAD2L1",2.40151573647547,2.54265712310621e-05
"AURKA",2.79777081656226,2.54981720175686e-05
"SYTL5",-2.86452226491151,2.55807244815613e-05
"STAG1",1.00349921481367,2.5712890036312e-05
"TBPL1",-1.1307276611484,2.57428436688872e-05
"ZNF542P",1.24848119631946,2.58107075434066e-05
"RPEL1",1.64385381473721,2.58257623561543e-05
"PNMAL1",-1.12560370218673,2.58992949795326e-05
"LOC389332",-1.67572998679882,2.58992949795326e-05
"IGDCC4",2.13660939136562,2.59143874193585e-05
"FYCO1",1.50483418105424,2.5956899995377e-05
"KIF15",3.2443985371472,2.60589067033268e-05
"DRP2",-2.91709313302518,2.60589067033268e-05
"ADAMTS8",-2.42595498879888,2.60964305466854e-05
"GPR62",-1.38224814037239,2.62933803113935e-05
"EHMT1",1.21369793498961,2.65328445249905e-05
"TIMELESS",2.48443013507489,2.65540444205819e-05
"USP20",-1.37296776431315,2.65760069291586e-05
"SLC19A1",1.29734643313156,2.66155285302843e-05
"KCNMB4",-3.25435157707726,2.66975581392011e-05
"SEZ6",-3.7998555929359,2.67337110145562e-05
"EMX1",-1.28680481137975,2.67500888292872e-05
"SLC35F4",-1.18456694258133,2.67591673790515e-05
"TMTC1",-3.01683890613367,2.68364815019054e-05
"MCPH1",1.51039060794187,2.68488556488144e-05
"ACSL6",-3.11737689446174,2.69083970296434e-05
"MKL2",-1.10533452309895,2.70103655256115e-05
"DUSP14",-1.27175644707278,2.72057492511281e-05
"CKAP4",1.15933426087271,2.72664809458327e-05
"SLC24A4",-2.73459069134701,2.72715982983925e-05
"KIFC1",2.3282080632591,2.74687714493912e-05
"PLCB4",-2.42527957490776,2.79407804248744e-05
"PRR18",-2.83718086641046,2.80502531383186e-05
"SHISA7",-2.49599271208462,2.81727024401624e-05
"CCDC191",2.18313921597521,2.83133228398241e-05
"LOC284926",1.93080849280887,2.84876692302845e-05
"PSMB9",3.23867080466811,2.8637712032263e-05
"NMB",2.0794701573474,2.86644220957593e-05
"CNTN6",-1.77685106454477,2.86830422988749e-05
"PDK2",-1.41256817634077,2.86830422988749e-05
"LRRC73",-2.38623005317804,2.8732231452343e-05
"CAND2",-1.41901369785438,2.89185734658034e-05
"RIPPLY2",-2.69572425992946,2.90947568792648e-05
"SRRM4",-4.01821039904366,2.94029848195022e-05
"LRP5",2.42003543162255,2.99309807203001e-05
"WASF3",-1.54595587324544,3.00862775286212e-05
"TMEM160",-1.99759413821894,3.00870893554796e-05
"SRFBP1",1.35540607382169,3.00877620526598e-05
"SLITRK1",-3.9265023437096,3.009502226413e-05
"MESDC1",-1.51031622690218,3.01958114610452e-05
"SPATA13",1.59006171864101,3.02094190088693e-05
"AEBP1",2.43440082804476,3.02486549446184e-05
"HAPLN4",-2.5704070122121,3.02582879213871e-05
"METTL7B",3.61339979444366,3.06023416895619e-05
"PRPH2",-1.7805502083144,3.08025566237549e-05
"FZD2",2.40668003229881,3.08686034957547e-05
"B3GAT1",-3.38920095725372,3.09410701168942e-05
"CNTN2",-4.00962492321966,3.09825120137157e-05
"ATP6V1G2-DDX39B",1.03483300725502,3.14468052592871e-05
"FOXM1",3.55935479441571,3.14468052592871e-05
"MS4A6A",2.78966380957298,3.1529165715943e-05
"ELF1",1.3171715079643,3.16232072491444e-05
"KIAA1324L",-2.18075049013997,3.17204775864515e-05
"SLC25A19",-1.79551093748383,3.24268377831512e-05
"CD2AP",1.20136441024444,3.24268377831512e-05
"SEMA7A",-2.17315646026134,3.25223922050157e-05
"MTURN",-1.82798130411677,3.28603832526702e-05
"ALDOC",-3.0813454554789,3.28603832526702e-05
"CHD7",1.97472429147935,3.29170216435872e-05
"LINC00320",-1.85172414112873,3.30921395108496e-05
"KCTD1",-1.50266224552676,3.32854024266344e-05
"SLC6A15",-3.67963371647305,3.34859551846549e-05
"PCP2",-1.45553208786739,3.36281953557095e-05
"LOC101930415",-2.4643976740526,3.36929131288268e-05
"LINC00515",-1.28285098691236,3.37119859134693e-05
"S100A1",-2.608885020653,3.3836695971919e-05
"PDCD4-AS1",1.37948407488908,3.42601607550506e-05
"PNMA2",-1.15622765614294,3.43289214445226e-05
"FGFR1OP2",-1.06189577644334,3.43524776262687e-05
"EEF1A2",-3.28781516113013,3.44881738341745e-05
"ZNF618",2.22203827396535,3.44908973959039e-05
"C1orf27",1.08208482157856,3.4649611735531e-05
"CCDC127",-1.5606367499123,3.4649611735531e-05
"LOC100507353",-2.66010956319725,3.46555282763877e-05
"KDM5A",1.08957021284003,3.46686067175269e-05
"RPP38",1.12150847145397,3.48965240948544e-05
"TCF19",1.806820863338,3.49538930369334e-05
"PAQR8",-1.64349664524229,3.51001098682638e-05
"ABCA3",-1.07928981758639,3.5578626161255e-05
"LHPP",-2.38825764114701,3.55837618051472e-05
"ZNF532",1.027209940105,3.58931394458456e-05
"TPBGL",-1.89992289941065,3.58931394458456e-05
"ARHGAP20",-2.9361872295265,3.60449888783413e-05
"SBF1",-1.24549208286174,3.60766624664367e-05
"FBXL2",-1.37280995048383,3.62965915983863e-05
"BRSK1",-1.9543155800601,3.66641847226864e-05
"ZFP37",1.67188327638645,3.68021995641395e-05
"TSPOAP1",-1.88022613661769,3.70155559241357e-05
"SORCS1",-3.50243585991651,3.75501999277633e-05
"CCDC121",1.65396326312255,3.76639745578085e-05
"MCM7",1.91304128112248,3.76665701766868e-05
"ULBP2",-2.30759779395004,3.77602172288291e-05
"SLFN12",1.79646739669974,3.79395699123799e-05
"GGT7",-1.46837063987186,3.79938327025377e-05
"LOC642852",-1.08303137246726,3.81355306364237e-05
"ALG10",1.27709123019974,3.82917206957416e-05
"CCL2",4.07570294804293,3.83810389730018e-05
"FAM49A",-1.74691238193827,3.83810389730018e-05
"TSPAN4",1.69355612847764,3.86411126132164e-05
"OPCML",-4.15804845682387,3.86411126132164e-05
"SYBU",-2.85195126543616,3.86865366135901e-05
"ALMS1",1.28050115750216,3.87253696110564e-05
"TRNAU1AP",1.4030138540259,3.87690993827885e-05
"BEND3",1.52002626881079,3.91451710084149e-05
"ATXN1",-1.32110787662749,3.91663086891635e-05
"G6PC3",1.04466196813615,3.95414240223112e-05
"CBFB",1.03565756126732,3.96378822057211e-05
"FAM83D",2.79556322629447,3.96378822057211e-05
"CHGA",-3.61979413999612,3.96534074153921e-05
"C15orf59",-2.14220485898949,3.96538982612783e-05
"ZNF616",1.47295135058224,3.96967086017539e-05
"CHCHD10",-1.33762312639974,3.98178887712943e-05
"SEZ6L2",-3.6282121652194,4.03140693132836e-05
"SLC25A27",-2.08223930584793,4.10596150050334e-05
"CEP112",2.0653492440497,4.11352555008409e-05
"GRIN2A",-3.88855258988936,4.12545848494315e-05
"CHD1",1.1368968599545,4.13972266267275e-05
"TMEM144",-2.76583339843578,4.14969778584895e-05
"ANAPC15",-1.17452108262177,4.14969778584895e-05
"KIF20A",3.11014821862906,4.20269592398592e-05
"AGTRAP",1.93316022169369,4.21838628050001e-05
"CSRNP2",-1.03966760187739,4.21896606464646e-05
"KCTD3",1.11787370995838,4.22935130876745e-05
"MFSD1",1.06793284115193,4.25102415887634e-05
"ZNF248",-1.85150577469809,4.25705139752766e-05
"EPB41L4A",2.06971577173681,4.31902916126127e-05
"PPM1E",-1.83245871070672,4.34702509858453e-05
"AKAP10",-1.03621242134912,4.34702509858453e-05
"CDH11",1.43395567199171,4.35180269288704e-05
"NUP85",1.00420067511091,4.36553270372564e-05
"PSKH1",1.08899565925181,4.36553270372564e-05
"CWF19L2",1.17164009990736,4.37199562208963e-05
"HMG20B",1.78200972678757,4.38688764956737e-05
"RHOBTB1",1.51357768827179,4.3976461008267e-05
"KIF23",2.57371841405332,4.3976461008267e-05
"KIF18A",2.18834245278659,4.42491218646694e-05
"APC",-1.07871145533117,4.43724541247254e-05
"TVP23B",1.27831068628178,4.45320569013683e-05
"DOCK7",1.30198020148816,4.46393040227176e-05
"SUV39H2",1.27004262565049,4.52486370042308e-05
"ST7-AS1",1.40651273555365,4.5464030452479e-05
"NCKAP5",2.33756839800315,4.56117706343003e-05
"ENHO",-2.96848614631637,4.56457983253971e-05
"SPIN4",1.9720570761257,4.57432029788698e-05
"IFI30",2.43676977244306,4.57432029788698e-05
"ZWINT",2.39478158146107,4.58425720278037e-05
"GLS",1.76597861959073,4.65278796937294e-05
"SV2C",-3.36398378556983,4.69662497309499e-05
"BUB1",3.32239863300092,4.74178170452778e-05
"ZBTB6",1.97052957425233,4.74833224273164e-05
"SAMD13",2.09371796231407,4.79994482618497e-05
"KIF2C",3.43855173044832,4.81512142810565e-05
"FUT9",-3.34385720745023,4.8438489102246e-05
"ENPP2",-2.63698161323223,4.8438489102246e-05
"SAMD9",2.23747464252985,4.8482818622457e-05
"CDK5R1",-2.85942890918363,4.91785646220563e-05
"FUBP3",1.1451458660545,4.94856678900267e-05
"RASGEF1A",-3.80201060111361,4.98559125849389e-05
"EMP2",2.35806123777356,4.98559125849389e-05
"EVL",-1.31426942910454,5.00657282160345e-05
"C4orf46",2.03077193316035,5.00657282160345e-05
"NEDD4L",-3.14731444017883,5.02386659763175e-05
"PRC1",2.80679239829368,5.06480205443524e-05
"EPS15L1",-1.5279353247666,5.13312791095861e-05
"TCEAL3",-1.02376161888942,5.16591829235305e-05
"RPL22L1",1.28036404678047,5.20532442923766e-05
"ARRDC2",-1.76685558331723,5.20835412182564e-05
"DIRAS1",-1.85829968578686,5.20835412182564e-05
"ATP1A1",-1.18185028461605,5.25741343786873e-05
"MIR15A",1.98572275867344,5.30739338903144e-05
"TMEM183B",-1.28594200642367,5.33288792541124e-05
"ZKSCAN7",2.02504361914833,5.33389442448499e-05
"C22orf29",-1.32762124962032,5.33399240510999e-05
"CTC-338M12.4",1.29053012174214,5.35446919305235e-05
"MIR1178",-2.11077997738922,5.36218468086184e-05
"SNX30",-1.27321025518239,5.36414566144072e-05
"NVL",1.19854135182846,5.37834922175939e-05
"CNRIP1",-1.34983455698594,5.38793376721099e-05
"NT5DC3",-1.61187766279021,5.39832958380426e-05
"THRB",-3.26517139121756,5.39992557776031e-05
"ERCC4",1.05210725922057,5.39992557776031e-05
"ZFAND1",-1.20730336701197,5.40379590984381e-05
"DSCC1",1.31952641833852,5.40431021399231e-05
"ANTXR1",1.61328733626844,5.40431021399231e-05
"VAMP2",-1.86915541025457,5.40852479971997e-05
"FAM213B",-1.18144114065714,5.43679808877896e-05
"CHST12",1.14420093014635,5.47090807195162e-05
"NTNG1",-3.20975749761033,5.51126594444931e-05
"LPCAT3",1.41626388079763,5.53025491064253e-05
"USP31",-1.13928889567824,5.56899436670214e-05
"ATG9A",-1.0429797898791,5.6502875889228e-05
"KIF1B",-1.16134611110579,5.6837887925234e-05
"CHGB",-4.21008622072341,5.68521599483954e-05
"MBTD1",1.23985937782182,5.70812957180331e-05
"BTN3A3",1.8963253795589,5.71127774047545e-05
"FUT11",1.49175846425694,5.73515820895136e-05
"EPSTI1",2.11475611765325,5.76129314304866e-05
"DLX6-AS1",-2.38250117386233,5.79974406850165e-05
"BCL6B",1.24824850926055,5.84598597501134e-05
"LSM7",1.12183275316574,5.85482843710082e-05
"ASCC1",1.18025747503096,5.88946263058125e-05
"ZC3H14",-1.6624909727645,5.91380508602514e-05
"C17orf96",-2.13102101727114,5.95441256344418e-05
"SLC16A7",-2.66994262038048,5.95965251546889e-05
"C6orf136",-1.44842602930382,5.96561949389979e-05
"ANXA1",3.06794673177895,5.97649604181375e-05
"EXOC6",-1.1628905699933,6.03820247247513e-05
"FABP6",-3.17237926121059,6.06157954261425e-05
"PARP14",2.28552883714201,6.06545618401559e-05
"ZNF850",2.07732656076061,6.18143979398119e-05
"PRICKLE1",-2.48213648287351,6.28480285789344e-05
"RYR1",-2.20025967988883,6.3148432091136e-05
"MBLAC2",-1.49429385705267,6.32598238469642e-05
"ZNF232",1.25998407207817,6.4076552280024e-05
"PDK3",-1.50429697058633,6.41394734242804e-05
"RNASE4",2.70397744726094,6.41394734242804e-05
"LRIG3",2.60476172323701,6.45186814085587e-05
"PRICKLE2",-2.22891439492321,6.46668836100795e-05
"PTPRO",-1.38133595854334,6.49461700122496e-05
"PLXNA3",1.58037610383557,6.55369513254082e-05
"HMP19",-4.36502411838403,6.55369513254082e-05
"MIR29C",-1.69517063494202,6.59912703722836e-05
"MYO9B",1.51021727901971,6.59912703722836e-05
"MAPK1IP1L",1.30875425733879,6.59912703722836e-05
"ESYT3",-1.35632526304537,6.72382733909107e-05
"PACRGL",1.40764686649855,6.7638156012966e-05
"RNF213",1.48380418344569,6.77494912891114e-05
"CHCHD6",-1.30923539603991,6.81803604941612e-05
"NINL",1.77458289896167,6.82044643939883e-05
"CYP26B1",-2.98418902677634,6.94684958973754e-05
"TSEN15",1.04022380518705,6.94740325656744e-05
"NOTCH2NL",1.48100312510723,6.95246984433324e-05
"ZNF107",1.59776020783964,6.96132653160248e-05
"MCM4",1.30943005248488,6.98138099805073e-05
"LPCAT1",1.21346380843135,7.02030330996182e-05
"FKBP9",1.06451081536731,7.03117530963773e-05
"FAM131B",-3.31584854042505,7.03893074770663e-05
"FBXL20",-1.54894697175984,7.03893074770663e-05
"CARMIL3",-1.25664129529264,7.0524568535327e-05
"SWAP70",1.32288960431656,7.0524568535327e-05
"TMEM246",-2.71053345563169,7.09894750012582e-05
"PCDH12",1.51744808500342,7.09962065339755e-05
"ZNF320",1.40687930009705,7.14299596973982e-05
"DDX58",1.38566175566548,7.16216494860319e-05
"CCNJ",1.40885149796581,7.22178591387432e-05
"FN1",1.52423348324305,7.22784695236393e-05
"BACE1",-1.17169136824885,7.30635992604074e-05
"KIF1A",-1.78636467936286,7.32689238459693e-05
"PLCXD3",-3.49399727602308,7.32689238459693e-05
"GABPB1",1.01131129548868,7.39345972667666e-05
"SLC36A1",-1.60579043061078,7.40674460504582e-05
"HEATR1",1.11924193864845,7.48503653468442e-05
"SCN1A",-3.83014644919087,7.50026234011494e-05
"PORCN",-1.1697354803814,7.50103053070949e-05
"MAN2A2",-1.05205115667423,7.52671526359938e-05
"HNRNPUL2-BSCL2",-1.57588520666759,7.59954286278968e-05
"RCC2",1.1178994798493,7.62295489778215e-05
"TIMP1",2.37498078017054,7.64702817992418e-05
"EHD3",-2.49020230826279,7.68770856504965e-05
"FANCG",1.71081184891841,7.69893587599821e-05
"LCA5",1.92151419402978,7.75669185279053e-05
"DDX25",-1.76010636125253,7.79367622257803e-05
"PLSCR1",1.9076937028253,7.79529071176273e-05
"GRM1",-4.02379115895786,7.9032711171029e-05
"GABRB3",-3.7378113205332,7.92768724358215e-05
"SYNDIG1L",-1.62644152491979,7.9470016199532e-05
"LNP1",-1.66016826367942,7.95010072882238e-05
"MRO",-3.05171463190093,7.95126397338482e-05
"ZAK",1.4406590646113,8.01417695256128e-05
"RGS22",2.73152294613708,8.01920881100873e-05
"SRXN1",-1.33365645055116,8.04801353804556e-05
"ISYNA1",1.74628941485949,8.0560521335526e-05
"P4HA1",1.52093240282287,8.11095885660923e-05
"C1orf112",1.44194085342498,8.1304710644849e-05
"TRIP10",1.97727129061373,8.16167722092745e-05
"SLC4A3",-1.82371187605405,8.22590926972997e-05
"CTDSPL2",1.36076625868987,8.22640911098577e-05
"NUDT1",1.42756154765799,8.24970735825587e-05
"ACP6",1.98970889842288,8.39502932972991e-05
"CCNA2",2.2327483777403,8.46418772596738e-05
"LRRN1",1.7304292336188,8.47435291941475e-05
"ELAVL4",-4.01432564041605,8.47467460802964e-05
"TSKU",1.83498900240026,8.48306580568811e-05
"CHIC2",1.36387186595101,8.52523256552749e-05
"SF3A2",1.69802588315496,8.52578992313397e-05
"ZCCHC7",1.11536334275417,8.52578992313397e-05
"SERTAD3",1.28603285041012,8.52985968994045e-05
"SRPX2",3.1645898039969,8.58279894625874e-05
"APOBEC3B",2.06193973720197,8.63693615776686e-05
"TTC8",1.29090618681183,8.64018360155627e-05
"TMEFF2",-4.15232253680191,8.67562803850711e-05
"ZNF700",1.22587335000986,8.68975529258795e-05
"GREM2",-1.72555789584228,8.78424266571026e-05
"TAF8",1.05013548105838,8.78424266571026e-05
"SERPING1",2.140986192752,8.79827566569718e-05
"SPATA6",2.20321763684234,8.79827566569718e-05
"LOXL2",2.60924496290769,8.82950564009103e-05
"CLDND1",-1.01376141066746,8.86475106819824e-05
"RAD51",1.91913419039257,8.86475106819824e-05
"FLT1",-1.44826799221756,8.90644119232036e-05
"PTGDS",-2.47710674977173,8.92244685459345e-05
"RGS20",-2.86283578906963,8.92487595361393e-05
"CYGB",-1.72685427915951,8.93115420758656e-05
"CCNB1",2.67690213937725,8.95805764820521e-05
"CNN3",1.15291274260349,8.9783381836428e-05
"PHF14",1.07942743966463,8.9783381836428e-05
"FGF13",-3.34315851310158,9.06872777103643e-05
"LMNA",1.37950884041262,9.07453899758863e-05
"ZNF548",1.91894437882057,9.14841071283325e-05
"SRGAP3",-1.69943816800967,9.23440072328175e-05
"C21orf62",3.19302809753859,9.2477585797104e-05
"RASL11B",-2.94816239880783,9.24812006199798e-05
"LINC-PINT",-2.3114897789432,9.31450222423842e-05
"OPN3",-1.35566024367897,9.31952589918739e-05
"DLEU1",1.34891444060394,9.33031852395879e-05
"C8orf48",2.09217201811926,9.3656664186244e-05
"DNAJC12",-2.67961832589567,9.41131732157028e-05
"JAG1",1.56594346084358,9.48484151944214e-05
"SAMD9L",2.60294820786883,9.50669672581665e-05
"NRN1",-4.61516746155491,9.53711620500734e-05
"LOC100131541",1.85341831869415,9.68923194647531e-05
"KCNJ4",-3.64998355074793,9.72365993371872e-05
"NRG3",-2.49603868005404,9.75732229342816e-05
"SEPSECS-AS1",1.32803401272215,9.8101114587379e-05
"ARHGAP18",1.79197801246265,9.81668855018821e-05
"SH3BP5",-1.67216104462723,9.89790679194882e-05
"RNFT2",-1.87026251541559,9.94257076986354e-05
"ATP1B1",-1.9583621758119,9.97122727925972e-05
"MEIS3P1",1.46176872232701,0.000100168536574741
"LAS1L",1.2349838412236,0.000100575097704283
"DOCK4",-1.52148033453656,0.000100832341610457
"SPATA18",3.45769096808382,0.000100959475710419
"TTC27",1.09387589056009,0.000101113326940331
"RELA",1.38507068450387,0.000101318975412859
"MMD2",-2.14910543329566,0.000102366591669866
"TTC23",1.54427557996062,0.000102366591669866
"NEDD4",1.83677766077698,0.000103242995014739
"SZT2",1.24304256859158,0.000103462057521518
"SHISA8",-2.02445178937791,0.000105343255699337
"RNF157",-2.12587462005582,0.000105403272172902
"SWSAP1",1.06491583851854,0.000105778462478848
"GBP1",2.8680047198115,0.000106137674083113
"LAMA4",2.55990222360513,0.00010656853934377
"ZNF586",1.69991336897738,0.000106914582573916
"PIP4K2B",-1.02265410381506,0.0001079032649488
"RBFOX2",-1.49456401055878,0.000107977755963041
"CBX2",3.03183940775319,0.000108012423618779
"ARHGAP19",1.0024254033449,0.000108221925975813
"ANXA2P3",1.12554570126962,0.000108489250426797
"FANCD2",2.62200232262702,0.000109419585888174
"EPHA4",-2.6937600545747,0.000110086750591081
"ELAVL2",-4.54352464229113,0.000110086750591081
"TPD52",-1.398505444758,0.000110320894493429
"FNDC5",-3.21332589896943,0.000111168817132602
"ELN",3.85479794716009,0.000111794112142058
"PRKY",1.84383824811735,0.000112880014132172
"RALGPS1",-1.64825592965654,0.000113891467833098
"LOC102724884",1.66833033796245,0.000113981825397526
"FMNL1",-1.24019978409034,0.000114008452133106
"OSBP2",-1.26756506461236,0.000115333694918963
"PRCD",-1.87076630509309,0.000115333694918963
"DGKB",-2.75236498580099,0.000115333694918963
"LOC100128108",1.21197219529803,0.000115333694918963
"SNIP1",1.00760283522991,0.000115469415865886
"PPP1R14A",-2.63049101729021,0.000116175569687537
"UNC5D",-3.66520981316555,0.00011708796237688
"LANCL3",-1.82877664796732,0.00011746029859813
"FANCF",1.3912947433566,0.000117737962018931
"CYP39A1",2.95542713145792,0.000118076755667246
"INHBA-AS1",-1.31107188304997,0.000118170510540654
"EPHB4",2.36235737389066,0.00011841828449216
"SLC8A3",-3.42461681244478,0.000118549359832573
"GABBR2",-3.17962569732716,0.000119248754189762
"SLC25A33",-1.17755426902926,0.000119693926166398
"ZGRF1",1.58390627605207,0.000120461313383558
"MYC",2.22918190380329,0.000120461313383558
"TMOD3",1.14882644559525,0.000121658416186833
"GPR173",1.58703356382479,0.000122186895238607
"S100A4",2.68616663356154,0.00012230867633193
"ATP11C",1.62465004475943,0.000122558968569948
"PLA1A",-1.19144753614478,0.000122558968569948
"LOC100131262",1.02146318106002,0.000123200786448983
"CYBA",1.83936542323767,0.000123251124383936
"SLC2A10",2.86371020858981,0.000124308935464853
"RSU1",1.22041115618697,0.000124344492241643
"SCIN",3.27479605280342,0.000124412233183752
"EMILIN1",2.23221462511091,0.000124945771032633
"DNAAF2",1.28428552802471,0.000126635869765653
"TEAD3",1.32131295370059,0.000126635869765653
"MND1",2.13036329736607,0.000126860477548932
"SFMBT1",1.2864440831234,0.000127128414966021
"RPS6KL1",-2.08076905290954,0.000127858697453171
"MFAP4",3.97341879119026,0.000128030640520865
"SLITRK5",-2.80806872324898,0.000128030640520865
"NSUN7",2.12305200154109,0.000128254838653153
"MYEF2",1.10617303490998,0.000130406194610356
"AKNA",1.74372568749336,0.000130820956010467
"TMEM132A",-1.08498596803202,0.000131072058237377
"PITPNC1",-1.79439858909462,0.000132086371634468
"CAMSAP3",-1.81932455333715,0.000133046542355304
"TMEM8A",1.26612457658218,0.000133503899656417
"DPF1",-1.57152132565418,0.000133591563205027
"LCMT2",1.04621997025345,0.00013375007557451
"BMPR1A",1.11441242481131,0.000134157544711421
"PCDHA1",-1.39251094196128,0.000136495972493148
"FAM129A",2.66222722887107,0.000136786973699326
"JADE3",1.52429345920658,0.000138039302566497
"TNFAIP8L1",-1.8725590955645,0.000138109483582807
"ABHD14B",1.60953783071597,0.000138181601354237
"NDUFAF5",-1.17165297519685,0.000138181601354237
"LOC158402",2.1804476523023,0.000138309824720282
"LHFPL4",-2.96634651278456,0.000138326641997517
